CSD code,Largest included sphere diameter (A),Total volumetric surface area (m^2/m^3),CO2 uptake at LP (mol/kg),CO2 uptake at HP (mol/kg),CH4 uptake at HP (mol/kg),logKH_CO2,Band gap (eV),DOI,Journal
CIJNEP,2.4813,,,,,,4.535444,10.1002/cjoc.200790093,Journal(Chinese Journal of Chemistry)
TOYXEN,2.90565,,,,,,0.348056,10.1021/jacs.9b07807,Journal(Journal of the American Chemical Society)
AVAVOK,3.30717,,,,,,2.52299,10.1071/CH15728,Journal(Australian Journal of Chemistry)
ETCRBI,1.9944,,,,,,2.831528,10.1039/dt9810001366,"Journal(Journal of the Chemical Society, Dalton Transactions [1972-2003])"
LETHAU,1.99566,,,,,,3.241648,10.1002/ejic.200600532,Journal(European Journal of Inorganic Chemistry)
IFAXIZ,3.76571,,,,,,2.629796,10.1002/slct.201601400,Journal(Chemistry Select)
DILGIP,1.8547,,,,,,3.639645,10.1107/S1600536807041724,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
ILAKUB,3.96327,,,,,,0.8679060000000001,10.1021/ic034176o,Journal(Inorganic Chemistry)
CEGWUH,1.74,,,,,,1.918355,10.1016/j.ica.2006.02.039,Journal(Inorganica Chimica Acta)
GIZVOB,2.32408,,,,,,2.760251,10.1039/b714081a,Journal(CrystEngComm)
NOZKIW,1.57529,,,,,,4.811117,,Journal(Zhurnal Neorganicheskoi Khimii)
OBOPAY01,3.90106,,,,,,3.369105,10.1080/00958972.2012.681051,Journal(Journal of Coordination Chemistry)
VAJWUB,3.01753,,,,,,0.5266499999999998,10.1016/j.inoche.2016.02.003,Journal(Inorganic Chemistry Communications)
IMIQOM,1.95936,,,,,,1.95673,10.11862/CJIC.2014.232,Journal(Wuji Huaxue Xuebao)
MOMMIM,3.75479,,,,,,3.278655,,Journal(CSD Communication)
YIPQAS,1.89505,,,,,,1.54737,10.1107/S2053229618015620,Journal(Acta Crystallographica Section C: Structural Chemistry)
IWIMEH,1.64061,,,,,,1.904114,10.1021/cg200078j,Journal(Crystal Growth and Design)
MILTAC,1.95801,,,,,,0.6942269999999999,10.1016/S0277-5387(01)00983-4,Journal(Polyhedron)
GASROK,8.53991,,,,,,2.561276,10.1039/C7CC00539C,Journal(Chemical Communications)
CECRIM,2.1632,,,,,,2.328326,10.1039/b509294a,Journal(Dalton Transactions)
FIVTOU,2.78618,,,,,,2.86346,10.1016/j.micromeso.2004.04.016,Journal(Microporous and Mesoporous Materials)
IYAREH,2.67474,,,,,,1.017165,10.1080/15533174.2015.1137322,Journal(Inorganic and Nano-Metal Chemistry)
LAJYAY,1.73172,,,,,,4.249583,10.1524/zkri.2010.1242,Journal(Zeitschrift fuer Kristallographie - Crystalline Materials)
DODJUC,2.55386,,,,,,0.0031749999999999,10.1080/00958970701598951,Journal(Journal of Coordination Chemistry)
PIHSAB,1.44531,,,,,,4.329945,10.1021/cg070388a,Journal(Crystal Growth and Design)
QAFFAF,2.39787,,,,,,0.464051,10.1016/S0022-2860(02)00615-4,Journal(Journal of Molecular Structure)
AHOKAK,2.07106,,,,,,2.555845,10.1002/ejic.200900208,Journal(European Journal of Inorganic Chemistry)
EQIZAF,1.93739,,,,,,1.080804,,"Journal(Zeitschrift fur Naturforschung,B:Chemical Sciences)"
IPAZOO,1.5503,,,,,,3.116185,10.1039/b314522k,Journal(CrystEngComm)
PADLAK,2.34946,,,,,,2.303624,10.1007/s40242-014-4128-5,Journal(Chemical Research in Chinese Universities)
EZAWOT,3.26497,,,,,,0.909346,10.1039/C6RA22393A,Journal(RSC Advances)
JAGXEV,3.28076,,,,,,1.583854,10.1107/S0108270103009703,"Journal(Acta Crystallographica,Section C: Crystal Structure Communications [1983-2014])"
LATCOB,3.00438,,,,,,3.1937180000000005,10.1107/S2053229617004478,Journal(Acta Crystallographica Section C: Structural Chemistry)
EHAGIF,4.75197,,,,,,2.054024,10.1002/cplu.201402121,Journal(ChemPlusChem)
COXCOJ,3.61096,,,,,,2.297855,10.1038/ncomms7350,Journal(Nature Communications)
LOSGEH,2.80445,,,,,,3.129499,10.1039/C4CE01981D,Journal(CrystEngComm)
CEPGEJ,1.87454,,,,,,0.609102,10.1039/a904829d,"Journal(Journal of the Chemical Society, Dalton Transactions [1972-2003])"
RBHSQU01,1.59699,,,,,,2.624868,10.1016/j.molstruc.2005.01.048,Journal(Journal of Molecular Structure)
EKOMAT,1.7972,,,,,,1.6883449999999998,10.1039/c002946g,Journal(Dalton Transactions)
WEXKES,2.55628,,,,,,2.083501,10.1039/C8DT01299G,Journal(Dalton Transactions)
BAQXIC,1.70094,,,,,,3.483867,10.1039/c2dt12259f,Journal(Dalton Transactions)
PASGAU,3.85583,,,,,,1.348793,10.1016/j.molstruc.2017.06.058,Journal(Journal of Molecular Structure)
GEFYIC,4.86994,,,,,,2.491567,10.1021/acs.cgd.7b00766,Journal(Crystal Growth and Design)
SELZUH,1.99191,,,,,,0.838949,10.1016/j.ica.2017.09.026,Journal(Inorganica Chimica Acta)
JUKXIW01,3.0268,,,,,,2.451762,10.1021/cm010301n,Journal(Chemistry of Materials)
NAXVUE,1.77634,,,,,,2.6862630000000003,10.1002/zaac.200500205,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
OGEXEF,2.71013,,,,,,3.330691,,Journal(CSD Communication)
EFADEV,5.18115,,,,,,0.3824039999999999,10.1016/j.ica.2007.09.035,Journal(Inorganica Chimica Acta)
MOWLUG,1.94061,,,,,,3.42679,,"Journal(Materials Research Society, Symposium Proceedings)"
IXOWAV,2.04417,,,,,,1.046496,10.1016/j.poly.2016.09.061,Journal(Polyhedron)
CIMFUB,11.51652,,,,,,2.455527,10.1038/ncomms3684,Journal(Nature Communications)
KUDWUD,2.18626,,,,,,1.827217,10.1107/S2056989015006490,Journal(Acta Crystallographica Section E: Crystallographic Communications)
HIQVOT,2.62415,,,,,,2.410409,10.1107/S1600536807060266,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
NEBTOF,3.2116,,,,,,2.137649,10.1021/cg300559p,Journal(Crystal Growth and Design)
TEBDIQ,3.88857,,,,,,1.178778,,Journal(CSD Communication)
QACSEU,1.95238,,,,,,2.717137,10.1016/j.molstruc.2010.09.040,Journal(Journal of Molecular Structure)
BOXMEI,2.02293,,,,,,0.7038340000000001,10.1002/asia.201403025,Journal(Chemistry-An Asian Journal)
ABITUA,1.77928,,,,,,1.911832,10.1515/znb-2001-0607,"Journal(Zeitschrift fur Naturforschung,B:Chemical Sciences)"
CUTDUS01,1.70926,,,,,,1.6646610000000002,,Journal(CSD Communication)
NUWXAF,4.68039,,,,,,2.329095,10.1039/b915506f,Journal(CrystEngComm)
TENLAC,4.7458,,,,,,2.776964,10.1002/ejic.201701015,Journal(European Journal of Inorganic Chemistry)
DEFGON,3.08001,,,,,,0.4356690000000001,10.1246/cl.170509,Journal(Chemistry Letters)
RAZGEF,2.00745,,,,,,0.989961,10.1002/ejic.200500526,Journal(European Journal of Inorganic Chemistry)
UPEWIW,2.18098,,,,,,2.299545,10.1021/cg100993k,Journal(Crystal Growth and Design)
QUZFAU,1.91757,,,,,,1.200225,10.1016/j.jssc.2015.11.002,Journal(Journal of Solid State Chemistry)
GOXBOM,3.3313,,,,,,3.533787,10.1039/C4CE01779J,Journal(CrystEngComm)
XEVNER,5.55342,,,,,,2.764524,10.1016/S1387-7003(00)00125-8,Journal(Inorganic Chemistry Communications)
YEBPIE,2.56715,,,,,,4.450967,10.1039/C39940000545,Journal(Chemical Communications)
DEFGEB,2.02541,,,,,,3.164015,10.1016/j.jorganchem.2005.07.093,Journal(Journal of Organometallic Chemistry)
CAXDIQ,2.31573,,,,,,1.996077,10.1021/ic202063h,Journal(Inorganic Chemistry)
MOLRUC,3.08331,,,,,,1.91048,10.1007/s10904-014-0023-2,Journal(Journal of Inorganic and Organometallic Polymers and Materials)
SIYSAV,2.329,,,,,,3.313134,10.1021/ic701757e,Journal(Inorganic Chemistry)
LEZSUH,2.33607,,,,,,2.585776,10.1039/C8CE00224J,Journal(CrystEngComm)
DOQHIB,2.64607,,,,,,3.3417,10.1039/b814400a,Journal(New Journal of Chemistry)
FETLUM,1.82277,,,,,,1.1441280000000005,10.1107/S1600536805001327,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
VUKHEP,4.98813,,,,,,0.880279,10.1039/b818567k,Journal(CrystEngComm)
CEJNEK01,1.73802,,,,,,2.991926,10.1071/CH02129,Journal(Australian Journal of Chemistry)
AFEYOC,2.40371,,,,,,0.560962,10.1134/S1070328418010025,Journal(Koordinatsionnaia khimiia)
CUGROM,1.40506,,,,,,4.558071,10.1021/ja905690t,Journal(Journal of the American Chemical Society)
GINKOG,3.61802,,,,,,1.575226,10.1016/j.jssc.2018.08.005,Journal(Journal of Solid State Chemistry)
PAQFIY,4.63381,,,,,,2.070973,10.1021/cg2013655,Journal(Crystal Growth and Design)
CIMZII,1.93573,,,,,,4.680838,10.1002/chem.200600001,Journal(Chemistry-A European Journal)
NIMWOX,1.98542,,,,,,3.064338,10.1039/C3CE41116H,Journal(CrystEngComm)
DAXZOU,3.10128,,,,,,1.6171259999999998,10.1002/slct.201600378,Journal(Chemistry Select)
VUNTUV,1.64504,,,,,,2.469062,10.7868/S0044457X15050074,Journal(Zhurnal Neorganicheskoi Khimii)
SANHIY,4.0848,,,,,,2.63294,10.1016/0022-328X(89)87004-4,Journal(Journal of Organometallic Chemistry)
XIZPIF,1.96327,,,,,,0.833376,10.1039/b111012h,Journal(New Journal of Chemistry)
KOBHER,5.40604,,,,,,2.668216,10.1021/acs.cgd.8b01640,Journal(Crystal Growth and Design)
NASZAK,1.95483,,,,,,1.691506,10.1039/c1dt11258a,Journal(Dalton Transactions)
VOBPIL01,2.92691,,,,,,2.15525,10.1002/ejic.200700872,Journal(European Journal of Inorganic Chemistry)
JIZCIH,2.04248,,,,,,2.821302,10.1021/acs.inorgchem.9b00114,Journal(Inorganic Chemistry)
KOQJIL,3.08105,,,,,,2.85246,10.1016/j.ica.2014.09.029,Journal(Inorganica Chimica Acta)
LUYZAH01,1.39572,,,,,,1.404532,10.1016/j.poly.2010.07.020,Journal(Polyhedron)
POGZUH,3.23019,,,,,,1.834561,10.1016/j.molstruc.2008.02.010,Journal(Journal of Molecular Structure)
EFULUN01,3.75505,,,,,,0.8580509999999999,10.1021/cg701119g,Journal(Crystal Growth and Design)
RUHDEF,6.98134,,,,,,0.575432,10.1039/C5CE01123J,Journal(CrystEngComm)
PETXAO,2.18569,,,,,,1.596786,10.1002/zaac.200600272,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
NOQDII,3.55086,,,,,,1.989969,10.5560/ZNB.2014-3326,"Journal(Zeitschrift fur Naturforschung,B:Chemical Sciences)"
PITVOD,5.28504,,,,,,0.188597,10.1021/ic970781d,Journal(Inorganic Chemistry)
TOGTEQ,3.12855,,,,,,2.023227,10.1002/zaac.201300685,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
XENRAK,2.31845,,,,,,2.072276,10.1016/j.tetlet.2006.06.177,Journal(Tetrahedron Letters)
KAZZUI,1.9703,,,,,,1.849402,10.1021/cg3000763,Journal(Crystal Growth and Design)
DAPJUB,2.57493,,,,,,3.269045,10.1021/ic201950p,Journal(Inorganic Chemistry)
KUHDEX,3.43576,,,,,,4.535566,10.1002/zaac.200900073,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
GIKPUO,2.95476,,,,,,1.605056,10.1039/C8QI00744F,Journal(Inorganic Chemistry Frontiers)
QOMVAR,2.18451,,,,,,2.151229,10.1039/C4CE00966E,Journal(CrystEngComm)
IDEHOQ,2.10886,,,,,,3.443661,10.1016/j.molstruc.2013.05.029,Journal(Journal of Molecular Structure)
HUHJAW,3.69594,,,,,,4.551797,10.1021/cg8010629,Journal(Crystal Growth and Design)
DAQTAS,2.51869,,,,,,2.862194,10.1021/ic202020z,Journal(Inorganic Chemistry)
XICDEU,1.76114,,,,,,3.349486,10.1080/00958972.2013.769527,Journal(Journal of Coordination Chemistry)
HUJGUP,2.27819,,,,,,3.330439,10.1016/j.jorganchem.2009.09.001,Journal(Journal of Organometallic Chemistry)
OLUNEO,3.58009,,,,,,1.064903,10.1246/cl.2003.946,Journal(Chemistry Letters)
KIVYIY,1.69474,,,,,,1.423929,10.1007/s11224-007-9205-7,Journal(Structural Chemistry)
YOTVUA,2.35289,,,,,,1.4789779999999997,10.1021/cg500898c,Journal(Crystal Growth and Design)
UNARIK,1.49291,,,,,,0.5885530000000001,10.1016/j.jssc.2003.07.004,Journal(Journal of Solid State Chemistry)
AQOXEK,1.71708,,,,,,3.04494,10.1039/c0dt01223h,Journal(Dalton Transactions)
GITDIZ,2.06578,,,,,,3.725176,10.1002/slct.201702223,Journal(Chemistry Select)
CIFFIH,2.07157,,,,,,2.557411,10.1021/ic061561f,Journal(Inorganic Chemistry)
JECFON,4.26822,,,,,,4.044173,10.1039/b512843a,Journal(Dalton Transactions)
YATPAM01,1.84011,,,,,,3.141169,10.1016/j.jssc.2014.07.003,Journal(Journal of Solid State Chemistry)
BIBBAR,3.57344,,,,,,0.923773,10.1007/s11243-011-9511-1,Journal(Transition Metal Chemistry)
HUCMOH02,2.67565,,,,,,3.350518,10.1080/00958972.2016.1219726,Journal(Journal of Coordination Chemistry)
CEDWOY,1.89032,,,,,,0.4599820000000001,10.1021/ic050886d,Journal(Inorganic Chemistry)
BIJMEP,2.44633,,,,,,3.925999,10.1021/acs.cgd.8b00466,Journal(Crystal Growth and Design)
PUDFOL,3.93767,,,,,,3.425345,10.1021/ic502650z,Journal(Inorganic Chemistry)
MULQOB,2.52895,,,,,,0.6601309999999998,10.1080/00958972.2015.1038997,Journal(Journal of Coordination Chemistry)
FIVHOI,2.14776,,,,,,2.661818,10.1021/ic048562x,Journal(Inorganic Chemistry)
IPODIB,3.87342,,,,,,3.187887,10.1016/j.molstruc.2010.12.003,Journal(Journal of Molecular Structure)
ZATXUQ,4.98432,,,,,,1.407401,10.1016/j.inoche.2017.06.023,Journal(Inorganic Chemistry Communications)
MOLKAA,3.42675,,,,,,0.939426,10.1021/cg800337b,Journal(Crystal Growth and Design)
ULINIO,3.90222,,,,,,1.059676,10.1021/acs.cgd.5b01835,Journal(Crystal Growth and Design)
PEGLIZ,1.44528,,,,,,0.7323359999999999,10.1107/S2053229617012943,Journal(Acta Crystallographica Section C: Structural Chemistry)
LIWMUA,2.21452,,,,,,2.59383,,Journal(Jiegou Huaxue)
ETAKIU,2.23533,,,,,,3.426833,10.1080/00958972.2011.597052,Journal(Journal of Coordination Chemistry)
GIWFIE,1.85939,,,,,,3.117022,10.1080/00958972.2018.1485018,Journal(Journal of Coordination Chemistry)
OZISOH,2.25139,,,,,,2.660993,10.1016/j.inoche.2016.09.005,Journal(Inorganic Chemistry Communications)
SIDRUT,1.50534,,,,,,1.3724470000000002,10.1080/00958970600914937,Journal(Journal of Coordination Chemistry)
NENJOH,3.23509,,,,,,2.699813,10.1007/s11224-011-9886-9,Journal(Structural Chemistry)
VEVJEL,2.99044,,,,,,1.500217,10.1021/ic0005341,Journal(Inorganic Chemistry)
DOCJEL,2.07101,,,,,,0.976332,10.1080/00958970701422368,Journal(Journal of Coordination Chemistry)
IYOGIO,2.44066,,,,,,2.223771,10.1016/j.jssc.2016.11.002,Journal(Journal of Solid State Chemistry)
VIXBEK,4.27505,,,,,,1.0096930000000002,10.1016/j.inoche.2007.11.011,Journal(Inorganic Chemistry Communications)
IDAYET,1.29967,,,,,,2.415445,10.1107/S1600536811046198,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
XIXQAZ,2.27146,,,,,,3.01686,10.1515/znb-2017-0163,"Journal(Zeitschrift fur Naturforschung,B:Chemical Sciences)"
GUVFIN,3.11181,,,,,,0.931266,,Journal(Wuji Huaxue Xuebao)
FEVROP,2.76599,,,,,,2.432411,10.1002/ejic.201201342,Journal(European Journal of Inorganic Chemistry)
AKECOK,2.056,,,,,,2.78647,10.1021/acs.cgd.6b00151,Journal(Crystal Growth and Design)
INASOH,3.84081,,,,,,2.890168,,Journal(CSD Communication)
ARIBOS,3.04138,,,,,,1.941404,10.1002/ejic.200300375,Journal(European Journal of Inorganic Chemistry)
AWEGUF,1.42412,,,,,,1.812364,10.1021/cg200360e,Journal(Crystal Growth and Design)
LOZTEB,5.5774,,,,,,3.383166,10.1039/C4CE02380C,Journal(CrystEngComm)
BUQRUB,2.33475,,,,,,2.845689,10.1039/b909754f,Journal(CrystEngComm)
VIXVAC,3.78356,,,,,,2.152905,10.1515/znb-2018-0016,"Journal(Zeitschrift fur Naturforschung,B:Chemical Sciences)"
NOQBUS,2.36572,,,,,,0.3904379999999998,10.5560/ZNB.2014-3342,"Journal(Zeitschrift fur Naturforschung,B:Chemical Sciences)"
UMEZOB,1.88587,,,,,,1.0000459999999998,10.1107/S1600536803019901,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
SEYVEY01,1.166,,,,,,4.407864,,Journal(CSD Communication)
BODKEL,1.96806,,,,,,3.5880310000000004,10.1039/b802668h,Journal(CrystEngComm)
TIRJAH,2.8157,,,,,,2.617833,10.1039/C3CE41213J,Journal(CrystEngComm)
BUKTAE,10.93298,,,,,,4.443302,10.1021/ja5063423,Journal(Journal of the American Chemical Society)
FOWYOH,2.42922,,,,,,2.316748,10.1021/cg500905z,Journal(Crystal Growth and Design)
GUYGOW,2.49845,,,,,,0.8568250000000001,10.1039/b212148b,Journal(Dalton Transactions)
IZEBOF,2.27297,,,,,,4.458951,10.1016/j.inoche.2011.03.051,Journal(Inorganic Chemistry Communications)
LAXGID,4.93669,,,,,,2.020251,10.1016/j.jssc.2017.04.005,Journal(Journal of Solid State Chemistry)
LUYRAA,2.05963,,,,,,2.09331,10.1021/acs.inorgchem.5b01007,Journal(Inorganic Chemistry)
DIHJEL,2.55296,,,,,,1.527628,,Journal(Wuji Huaxue Xuebao)
QICTEC,3.27002,,,,,,4.612412,10.1021/ic061988m,Journal(Inorganic Chemistry)
SOBZEP,5.36719,,,,,,0.466734,10.1002/anie.200800586,"Journal(Angewandte Chemie, International Edition)"
ZIHLOU,2.94218,,,,,,2.37789,,Journal(CSD Communication)
LETDOE,1.90889,,,,,,2.2697510000000003,10.1021/ic061102e,Journal(Inorganic Chemistry)
MEVBIZ,2.08062,,,,,,2.403548,10.1002/asia.200600113,Journal(Chemistry-An Asian Journal)
IROTAL,1.87505,,,,,,0.738359,10.1016/j.jssc.2011.05.016,Journal(Journal of Solid State Chemistry)
GOMGAS,2.27544,,,,,,1.817543,10.1107/S2053229614014260,Journal(Acta Crystallographica Section C: Structural Chemistry)
TEJZUD,1.67768,,,,,,1.739774,10.1107/S0108270196007123,"Journal(Acta Crystallographica,Section C: Crystal Structure Communications [1983-2014])"
ZATNIU,4.60226,,,,,,2.189159,10.1021/acs.inorgchem.7b00951,Journal(Inorganic Chemistry)
KIBRET,1.92938,,,,,,1.6588060000000002,10.1039/b618015a,Journal(CrystEngComm)
CUXCOO,2.39808,,,,,,2.2583010000000003,10.1039/b926597j,Journal(CrystEngComm)
SEFMUN,1.47677,,,,,,0.6325669999999999,10.1246/bcsj.20120099,Journal(Bulletin of the Chemical Society of Japan)
KAWPOP,1.3897,,,,,,2.630825,10.1021/ic201589p,Journal(Inorganic Chemistry)
ISUFIL,1.77848,,,,,,1.231418,10.1107/S1600536804000510,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
DIDQEM,1.9918,,,,,,4.5216270000000005,10.1107/S0108270199011336,"Journal(Acta Crystallographica,Section C: Crystal Structure Communications [1983-2014])"
BUSYIY,2.71024,,,,,,1.647468,10.1007/s11426-009-0204-y,"Journal(Science in China,Series B:Chemistry [1950-2009])"
LELCOV,1.878,,,,,,0.798605,10.1039/b602144a,Journal(Chemical Communications)
DIYJUQ02,1.97852,,,,,,5.127428,,Journal(Phase Transitions)
FADZEP01,1.90768,,,,,,0.883853,10.1021/ic402200v,Journal(Inorganic Chemistry)
QEHJIX,1.94533,,,,,,3.241704,10.1016/j.ica.2006.03.038,Journal(Inorganica Chimica Acta)
MAQLAU,1.93916,,,,,,3.004752,10.1016/j.poly.2017.04.012,Journal(Polyhedron)
LAZMIK,2.71043,,,,,,0.4535260000000001,10.1021/cg300237e,Journal(Crystal Growth and Design)
PODJAV,2.07302,,,,,,3.044542,10.1071/CH13417,Journal(Australian Journal of Chemistry)
JOFLAS,1.92792,,,,,,0.879974,10.1016/j.ica.2008.02.040,Journal(Inorganica Chimica Acta)
OFAJEN,2.36929,,,,,,2.422744,10.1016/j.tetlet.2018.05.040,Journal(Tetrahedron Letters)
PARYEN,4.19231,,,,,,2.494467,10.1021/ic0400742,Journal(Inorganic Chemistry)
GURLUB,6.49882,,,,,,2.402629,10.1016/j.ica.2009.12.018,Journal(Inorganica Chimica Acta)
RIVREU,2.74632,,,,,,3.810171,10.1016/j.ica.2007.09.006,Journal(Inorganica Chimica Acta)
AZIWEM,3.05965,,,,,,0.786722,10.1107/S1600536811036555,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
RUQBOW01,2.25555,,,,,,2.477377,10.1107/S2053229615016496,Journal(Acta Crystallographica Section C: Structural Chemistry)
REPNUX01,1.91079,,,,,,1.343335,10.1016/j.poly.2014.11.041,Journal(Polyhedron)
OQIMIM,2.04157,,,,,,1.3840249999999998,10.1016/j.poly.2016.06.046,Journal(Polyhedron)
IHINOC,1.97198,,,,,,2.607392,10.1016/S0022-328X(03)00153-0,Journal(Journal of Organometallic Chemistry)
RALVOR,1.87565,,,,,,0.7461230000000001,10.1039/c1dt10971e,Journal(Dalton Transactions)
SITPER,2.08487,,,,,,0.7288940000000002,,Journal(Jiegou Huaxue)
FOBGOT,1.73636,,,,,,0.8338920000000001,10.1107/S0108270105004002,"Journal(Acta Crystallographica,Section C: Crystal Structure Communications [1983-2014])"
GUDTAB,2.24976,,,,,,2.959741,,Journal(Dalton Transactions)
QEZBIJ,2.00906,,,,,,2.24358,10.1016/j.poly.2018.05.045,Journal(Polyhedron)
QOGTIQ,1.98226,,,,,,1.209501,,Journal(Jiegou Huaxue)
OWAWIT,3.74361,,,,,,0.4977709999999999,10.1021/cg1016615,Journal(Crystal Growth and Design)
JAMSEY,2.38313,,,,,,1.0397500000000002,10.1021/acs.inorgchem.6b02376,Journal(Inorganic Chemistry)
VAYDEG,2.30323,,,,,,3.905893,10.1039/c2ce25292a,Journal(CrystEngComm)
FICNEK01,2.13286,,,,,,4.102353999999999,10.1016/j.inoche.2007.11.006,Journal(Inorganic Chemistry Communications)
JEFVIA,1.83317,,,,,,4.501951,10.1016/j.poly.2005.10.021,Journal(Polyhedron)
MABBEZ,1.22515,,,,,,4.454873,10.1107/S2056989016002966,Journal(Acta Crystallographica Section E: Crystallographic Communications)
HAZPIJ01,2.07227,,,,,,2.993069,10.1039/c2ce25807b,Journal(CrystEngComm)
RAMYAF,1.48354,,,,,,2.32018,10.1021/ic0103188,Journal(Inorganic Chemistry)
OFALIS,2.00656,,,,,,1.5213739999999998,10.1002/ejic.201300696,Journal(European Journal of Inorganic Chemistry)
QUVWOV,2.05604,,,,,,2.718894,10.1039/C5CE01333J,Journal(CrystEngComm)
SUSWEJ01,2.23734,,,,,,4.039085,10.1016/j.inoche.2011.01.036,Journal(Inorganic Chemistry Communications)
ALIHIN,1.93103,,,,,,2.093026,10.1002/chem.201002316,Journal(Chemistry-A European Journal)
FIHVUO,1.9245,,,,,,2.428966,10.1016/j.ica.2004.10.033,Journal(Inorganica Chimica Acta)
EBIPEM,1.99323,,,,,,0.957952,10.1039/c1ce05466j,Journal(CrystEngComm)
WALCIX,4.22841,,,,,,2.85229,10.1126/science.1194237,Journal(Science)
YAZYOP,2.61313,,,,,,2.018761,10.1039/c2dt31090b,Journal(Dalton Transactions)
PIQYAS,2.136,,,,,,2.406512,10.1002/ejic.201801383,Journal(European Journal of Inorganic Chemistry)
SEMJUS,1.77904,,,,,,0.7965049999999999,,Journal(Lanzhou Ligong Daxue Xuebao)
GOHMUM,2.42672,,,,,,2.883501,,Journal(Polish Journal of Chemistry)
TUZHED,2.1945,,,,,,2.559818,10.1016/j.poly.2015.12.026,Journal(Polyhedron)
WELWIW,2.43203,,,,,,3.409481,10.1002/asia.201701052,Journal(Chemistry-An Asian Journal)
KAZRIO01,3.05813,,,,,,2.114764,10.1107/S2053229614017549,Journal(Acta Crystallographica Section C: Structural Chemistry)
SENDIZ,1.94277,,,,,,0.676269,10.1107/S1600536806027942,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
LIGPOH,4.83584,,,,,,0.682219,10.1016/j.poly.2007.01.021,Journal(Polyhedron)
XINKIP,1.70085,,,,,,0.0050820000000002,10.1002/zaac.200700235,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
YICHEX,1.81841,,,,,,3.0589150000000003,10.1007/BF01671676,Journal(Journal of Chemical Crystallography)
IYESEM,2.02968,,,,,,4.281841,10.1039/C6CE01607C,Journal(CrystEngComm)
HERMEZ01,5.57254,,,,,,1.158143,10.1002/anie.201708973,"Journal(Angewandte Chemie, International Edition)"
QAKWUV,1.49944,,,,,,0.8923690000000002,,Journal(Polish Journal of Chemistry)
LUMJIO02,2.2293,,,,,,3.910185,10.1080/15533174.2015.1004452,"Journal(Synthesis and Reactivity in Inorganic, Metal-Organic, and Nano-Metal Chemistry)"
XACTUR,3.60108,,,,,,0.985727,10.1016/j.inoche.2004.04.008,Journal(Inorganic Chemistry Communications)
FAFHOM,2.59588,,,,,,4.838391,10.1021/acs.cgd.5b01500,Journal(Crystal Growth and Design)
